strain	Accession_ID	date	division	Pango_lineage	Variant	division2	pango.group	label
Canada/ON-PHL-21-41344-v2/2021	EPI_ISL_7871347	2021-11-24	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41344-v2_2021
Canada/ON-PHL-21-41353-v2/2021	EPI_ISL_7871355	2021-11-24	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41353-v2_2021
Canada/ON-PHL-21-41357-v2/2021	EPI_ISL_7871359	2021-11-24	Ontario	AY.100	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41357-v2_2021
Canada/ON-PHL-21-41361-v2/2021	EPI_ISL_7871363	2021-11-24	Ontario	AY.100	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41361-v2_2021
Canada/ON-PHL-21-41376-v2/2021	EPI_ISL_7871378	2021-11-25	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41376-v2_2021
Canada/ON-PHL-21-41380-v2/2021	EPI_ISL_7871381	2021-11-23	Ontario	AY.25	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-41380-v2_2021
Canada/ON-PHL-21-41381-v2/2021	EPI_ISL_7871382	2021-11-23	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41381-v2_2021
Canada/ON-PHL-21-41383-v2/2021	EPI_ISL_7871384	2021-11-24	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41383-v2_2021
Canada/ON-PHL-21-41385-v2/2021	EPI_ISL_7871386	2021-11-24	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-41385-v2_2021
Canada/ON-PHL-21-42941/2021	EPI_ISL_7871393	2021-11-23	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-42941_2021
Canada/ON-PHL-21-42944/2021	EPI_ISL_7871396	2021-11-23	Ontario	B.1.617.2	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-42944_2021
Canada/ON-PHL-21-42945/2021	EPI_ISL_7871397	2021-11-23	Ontario	AY.25.1	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-42945_2021
Canada/ON-PHL-21-42946/2021	EPI_ISL_7871398	2021-11-23	Ontario	AY.25.1	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-42946_2021
Canada/ON-PHL-21-42947/2021	EPI_ISL_7871399	2021-11-23	Ontario	AY.100	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-42947_2021
Canada/ON-PHL-21-42976/2021	EPI_ISL_7871427	2021-11-29	Ontario	AY.25.1	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-42976_2021
Canada/ON-PHL-21-43003/2021	EPI_ISL_7871451	2021-11-29	Ontario	AY.25	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-43003_2021
Canada/ON-PHL-21-43347/2021	EPI_ISL_7871535	2021-11-30	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43347_2021
Canada/ON-PHL-21-43367/2021	EPI_ISL_7871555	2021-11-29	Ontario	AY.100	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43367_2021
Canada/ON-PHL-21-43370/2021	EPI_ISL_7871558	2021-11-27	Ontario	AY.25	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-43370_2021
Canada/ON-PHL-21-43378/2021	EPI_ISL_7871566	2021-11-29	Ontario	AY.25	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-43378_2021
Canada/ON-PHL-21-43392/2021	EPI_ISL_7871580	2021-11-29	Ontario	AY.25.1	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-43392_2021
Canada/ON-PHL-21-43417/2021	EPI_ISL_7871605	2021-11-29	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43417_2021
Canada/ON-PHL-21-43458/2021	EPI_ISL_7871645	2021-11-30	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43458_2021
Canada/ON-PHL-21-43468/2021	EPI_ISL_7871655	2021-11-30	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43468_2021
Canada/ON-PHL-21-43498/2021	EPI_ISL_7871683	2021-12-01	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43498_2021
Canada/ON-PHL-21-43519/2021	EPI_ISL_7871704	2021-12-01	Ontario	AY.43	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43519_2021
Canada/ON-PHL-21-43558/2021	EPI_ISL_7871741	2021-12-01	Ontario	AY.39	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43558_2021
Canada/ON-PHL-21-43560/2021	EPI_ISL_7871743	2021-12-01	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43560_2021
Canada/ON-PHL-21-43564/2021	EPI_ISL_7871747	2021-12-01	Ontario	AY.3	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43564_2021
Canada/ON-PHL-21-43605/2021	EPI_ISL_7871788	2021-12-01	Ontario	AY.27	Delta AY.27	Ontario	Delta	Canada_ON-PHL-21-43605_2021
Canada/ON-PHL-21-43638/2021	EPI_ISL_7871820	2021-11-30	Ontario	AY.4.2.1	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43638_2021
Canada/ON-PHL-21-43674/2021	EPI_ISL_7871851	2021-11-29	Ontario	AY.25.1	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-43674_2021
Canada/ON-PHL-21-43734/2021	EPI_ISL_7871906	2021-11-30	Ontario	AY.27	Delta AY.27	Ontario	Delta	Canada_ON-PHL-21-43734_2021
Canada/ON-PHL-21-43780/2021	EPI_ISL_7871951	2021-12-01	Ontario	AY.100	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43780_2021
Canada/ON-PHL-21-43785/2021	EPI_ISL_7871956	2021-12-01	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43785_2021
Canada/ON-PHL-21-43797/2021	EPI_ISL_7871967	2021-11-30	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43797_2021
Canada/ON-PHL-21-43866/2021	EPI_ISL_7872031	2021-11-30	Ontario	AY.25	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-43866_2021
Canada/ON-PHL-21-43884/2021	EPI_ISL_7872049	2021-11-25	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43884_2021
Canada/ON-PHL-21-43951/2021	EPI_ISL_7872115	2021-12-02	Ontario	AY.122	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43951_2021
Canada/ON-PHL-21-43954/2021	EPI_ISL_7872117	2021-12-02	Ontario	AY.3	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-43954_2021
Canada/ON-PHL-21-44057/2021	EPI_ISL_7872211	2021-12-01	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44057_2021
Canada/ON-PHL-21-44144/2021	EPI_ISL_7872296	2021-12-02	Ontario	AY.75	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44144_2021
Canada/ON-PHL-21-44325/2021	EPI_ISL_7872306	2021-12-02	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-44325_2021
Canada/ON-PHL-21-44326/2021	EPI_ISL_7872307	2021-12-03	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-44326_2021
Canada/ON-PHL-21-44327/2021	EPI_ISL_7872308	2021-12-03	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-44327_2021
Canada/ON-PHL-21-44345/2021	EPI_ISL_7872324	2021-12-02	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44345_2021
Canada/ON-PHL-21-44361/2021	EPI_ISL_7872340	2021-12-03	Ontario	AY.39	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44361_2021
Canada/ON-PHL-21-44386/2021	EPI_ISL_7872365	2021-12-03	Ontario	AY.43	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44386_2021
Canada/ON-PHL-21-44396/2021	EPI_ISL_7872375	2021-12-02	Ontario	AY.25.1	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-44396_2021
Canada/ON-PHL-21-44402/2021	EPI_ISL_7872381	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44402_2021
Canada/ON-PHL-21-44465/2021	EPI_ISL_7872434	2021-12-02	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44465_2021
Canada/ON-PHL-21-44484/2021	EPI_ISL_7872450	2021-12-02	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44484_2021
Canada/ON-PHL-21-44662/2021	EPI_ISL_7872456	2021-12-06	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44662_2021
Canada/ON-PHL-21-44671/2021	EPI_ISL_7872464	2021-12-06	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44671_2021
Canada/ON-PHL-21-44673/2021	EPI_ISL_7872466	2021-12-06	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44673_2021
Canada/ON-PHL-21-44695/2021	EPI_ISL_7872486	2021-12-06	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44695_2021
Canada/ON-PHL-21-44701/2021	EPI_ISL_7872492	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44701_2021
Canada/ON-PHL-21-44702/2021	EPI_ISL_7872493	2021-12-06	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44702_2021
Canada/ON-PHL-21-44703/2021	EPI_ISL_7872494	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44703_2021
Canada/ON-PHL-21-44714/2021	EPI_ISL_7872505	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44714_2021
Canada/ON-PHL-21-44723/2021	EPI_ISL_7872514	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44723_2021
Canada/ON-PHL-21-44730/2021	EPI_ISL_7872521	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-44730_2021
Canada/ON-PHL-21-45123/2021	EPI_ISL_7872539	2021-12-04	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45123_2021
Canada/ON-PHL-21-45201/2021	EPI_ISL_7872543	2021-12-02	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45201_2021
Canada/ON-PHL-21-45203/2021	EPI_ISL_7872545	2021-12-05	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45203_2021
Canada/ON-PHL-21-45207/2021	EPI_ISL_7872549	2021-12-05	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45207_2021
Canada/ON-PHL-21-45211/2021	EPI_ISL_7872553	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45211_2021
Canada/ON-PHL-21-45441/2021	EPI_ISL_7872565	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45441_2021
Canada/ON-PHL-21-45456/2021	EPI_ISL_7872578	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45456_2021
Canada/ON-PHL-21-45457/2021	EPI_ISL_7872579	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45457_2021
Canada/ON-PHL-21-45479/2021	EPI_ISL_7872601	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45479_2021
Canada/ON-PHL-21-45483/2021	EPI_ISL_7872605	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45483_2021
Canada/ON-PHL-21-45484/2021	EPI_ISL_7872606	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45484_2021
Canada/ON-PHL-21-45487/2021	EPI_ISL_7872609	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45487_2021
Canada/ON-PHL-21-45491/2021	EPI_ISL_7872613	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45491_2021
Canada/ON-PHL-21-45495/2021	EPI_ISL_7872617	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45495_2021
Canada/ON-PHL-21-45510/2021	EPI_ISL_7872630	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45510_2021
Canada/ON-PHL-21-45514/2021	EPI_ISL_7872634	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45514_2021
Canada/ON-PHL-21-45527/2021	EPI_ISL_7872644	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45527_2021
Canada/ON-PHL-21-45531/2021	EPI_ISL_7872648	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45531_2021
Canada/ON-PHL-21-45534/2021	EPI_ISL_7872650	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45534_2021
Canada/ON-PHL-21-45543/2021	EPI_ISL_7872659	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45543_2021
Canada/ON-PHL-21-45552/2021	EPI_ISL_7872668	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45552_2021
Canada/ON-PHL-21-45558/2021	EPI_ISL_7872674	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45558_2021
Canada/ON-PHL-21-45565/2021	EPI_ISL_7872681	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45565_2021
Canada/ON-PHL-21-45572/2021	EPI_ISL_7872688	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45572_2021
Canada/ON-PHL-21-45582/2021	EPI_ISL_7872697	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45582_2021
Canada/ON-PHL-21-45584/2021	EPI_ISL_7872699	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45584_2021
Canada/ON-PHL-21-45585/2021	EPI_ISL_7872700	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45585_2021
Canada/ON-PHL-21-45605/2021	EPI_ISL_7872720	2021-12-11	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45605_2021
Canada/ON-PHL-21-45699/2021	EPI_ISL_7872729	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45699_2021
Canada/ON-PHL-21-45700/2021	EPI_ISL_7872730	2021-12-07	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45700_2021
Canada/ON-PHL-21-45713/2021	EPI_ISL_7872743	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45713_2021
Canada/ON-PHL-21-45718/2021	EPI_ISL_7872748	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45718_2021
Canada/ON-PHL-21-45723/2021	EPI_ISL_7872753	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45723_2021
Canada/ON-PHL-21-45725/2021	EPI_ISL_7872755	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45725_2021
Canada/ON-PHL-21-45729/2021	EPI_ISL_7872759	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45729_2021
Canada/ON-PHL-21-45732/2021	EPI_ISL_7872762	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45732_2021
Canada/ON-PHL-21-45734/2021	EPI_ISL_7872764	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45734_2021
Canada/ON-PHL-21-45736/2021	EPI_ISL_7872766	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45736_2021
Canada/ON-PHL-21-45753/2021	EPI_ISL_7872783	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45753_2021
Canada/ON-PHL-21-45767/2021	EPI_ISL_7872797	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45767_2021
Canada/ON-PHL-21-45773/2021	EPI_ISL_7872803	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45773_2021
Canada/ON-PHL-21-45774/2021	EPI_ISL_7872804	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45774_2021
Canada/ON-PHL-21-44938/2021	EPI_ISL_7876306	2021-12-03	Ontario	AY.103	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44938_2021
Canada/ON-PHL-21-44978/2021	EPI_ISL_7876343	2021-12-04	Ontario	AY.9.2.1	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44978_2021
Canada/ON-PHL-21-44987/2021	EPI_ISL_7876351	2021-12-04	Ontario	AY.25	Delta AY.25	Ontario	Delta	Canada_ON-PHL-21-44987_2021
Canada/ON-PHL-21-44998/2021	EPI_ISL_7876362	2021-12-04	Ontario	AY.9.2.1	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44998_2021
Canada/ON-PHL-21-44999/2021	EPI_ISL_7876363	2021-12-04	Ontario	AY.74	Delta + AY.*	Ontario	Delta	Canada_ON-PHL-21-44999_2021
Canada/AB-ABPHL-44424/2021	EPI_ISL_7883350	2021-12-01	Alberta	AY.100	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44424_2021
Canada/AB-ABPHL-44426/2021	EPI_ISL_7883352	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44426_2021
Canada/AB-ABPHL-44428/2021	EPI_ISL_7883353	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44428_2021
Canada/AB-ABPHL-44434/2021	EPI_ISL_7883357	2021-12-06	Alberta	AY.4	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44434_2021
Canada/AB-ABPHL-44438/2021	EPI_ISL_7883361	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44438_2021
Canada/AB-ABPHL-44444/2021	EPI_ISL_7883367	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44444_2021
Canada/AB-ABPHL-44755/2021	EPI_ISL_7883376	2021-12-10	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44755_2021
Canada/AB-ABPHL-44757/2021	EPI_ISL_7883378	2021-12-10	Alberta	BA.1	Omicron BA.1	Alberta	Omicron	Canada_AB-ABPHL-44757_2021
Canada/AB-ABPHL-44758/2021	EPI_ISL_7883379	2021-12-10	Alberta	BA.1	Omicron BA.1	Alberta	Omicron	Canada_AB-ABPHL-44758_2021
Canada/AB-ABPHL-44790/2021	EPI_ISL_7883400	2021-12-10	Alberta	BA.1	Omicron BA.1	Alberta	Omicron	Canada_AB-ABPHL-44790_2021
Canada/AB-ABPHL-44796/2021	EPI_ISL_7883405	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44796_2021
Canada/AB-ABPHL-44800/2021	EPI_ISL_7883409	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44800_2021
Canada/AB-ABPHL-44801/2021	EPI_ISL_7883410	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44801_2021
Canada/AB-ABPHL-44803/2021	EPI_ISL_7883412	2021-12-08	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44803_2021
Canada/AB-ABPHL-44805/2021	EPI_ISL_7883414	2021-12-08	Alberta	AY.25	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44805_2021
Canada/AB-ABPHL-44806/2021	EPI_ISL_7883415	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44806_2021
Canada/AB-ABPHL-44810/2021	EPI_ISL_7883419	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44810_2021
Canada/AB-ABPHL-44811/2021	EPI_ISL_7883420	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44811_2021
Canada/AB-ABPHL-44813/2021	EPI_ISL_7883422	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44813_2021
Canada/AB-ABPHL-44821/2021	EPI_ISL_7883429	2021-12-08	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44821_2021
Canada/AB-ABPHL-44824/2021	EPI_ISL_7883432	2021-12-08	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44824_2021
Canada/AB-ABPHL-44825/2021	EPI_ISL_7883433	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44825_2021
Canada/AB-ABPHL-44828/2021	EPI_ISL_7883436	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44828_2021
Canada/AB-ABPHL-44829/2021	EPI_ISL_7883437	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44829_2021
Canada/AB-ABPHL-44830/2021	EPI_ISL_7883438	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44830_2021
Canada/AB-ABPHL-44849/2021	EPI_ISL_7883456	2021-12-08	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44849_2021
Canada/AB-ABPHL-44850/2021	EPI_ISL_7883457	2021-12-08	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44850_2021
Canada/AB-ABPHL-44856/2021	EPI_ISL_7883462	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44856_2021
Canada/AB-ABPHL-44858/2021	EPI_ISL_7883464	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44858_2021
Canada/AB-ABPHL-44865/2021	EPI_ISL_7883470	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44865_2021
Canada/AB-ABPHL-44876/2021	EPI_ISL_7883479	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44876_2021
Canada/AB-ABPHL-44880/2021	EPI_ISL_7883483	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44880_2021
Canada/AB-ABPHL-44890/2021	EPI_ISL_7883492	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44890_2021
Canada/AB-ABPHL-44893/2021	EPI_ISL_7883495	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44893_2021
Canada/AB-ABPHL-44894/2021	EPI_ISL_7883496	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44894_2021
Canada/AB-ABPHL-44897/2021	EPI_ISL_7883498	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44897_2021
Canada/AB-ABPHL-44912/2021	EPI_ISL_7883509	2021-12-03	Alberta	AY.117	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44912_2021
Canada/AB-ABPHL-44918/2021	EPI_ISL_7883515	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44918_2021
Canada/AB-ABPHL-44922/2021	EPI_ISL_7883519	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44922_2021
Canada/AB-ABPHL-44927/2021	EPI_ISL_7883523	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44927_2021
Canada/AB-ABPHL-44935/2021	EPI_ISL_7883531	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44935_2021
Canada/AB-ABPHL-44939/2021	EPI_ISL_7883535	2021-12-05	Alberta	AY.119	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44939_2021
Canada/AB-ABPHL-44946/2021	EPI_ISL_7883542	2021-12-06	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44946_2021
Canada/AB-ABPHL-44957/2021	EPI_ISL_7883551	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44957_2021
Canada/AB-ABPHL-44965/2021	EPI_ISL_7883553	2021-12-09	Alberta	AY.44	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44965_2021
Canada/AB-ABPHL-44966/2021	EPI_ISL_7883554	2021-12-09	Alberta	AY.103	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44966_2021
Canada/AB-ABPHL-44972/2021	EPI_ISL_7883559	2021-12-12	Alberta	BA.1	Omicron BA.1	Alberta	Omicron	Canada_AB-ABPHL-44972_2021
Canada/AB-ABPHL-44974/2021	EPI_ISL_7883560	2021-12-11	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44974_2021
Canada/AB-ABPHL-44978/2021	EPI_ISL_7883564	2021-12-11	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44978_2021
Canada/AB-ABPHL-44979/2021	EPI_ISL_7883565	2021-12-11	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44979_2021
Canada/AB-ABPHL-44981/2021	EPI_ISL_7883567	2021-12-11	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44981_2021
Canada/AB-ABPHL-44984/2021	EPI_ISL_7883570	2021-12-11	Alberta	B.1.617.2	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44984_2021
Canada/ON-SK-20H-328MM0909/2020	EPI_ISL_791497	2020-11-24	Ontario_Toronto	B.1.265	other	Ontario	other	Canada_ON-SK-20H-328MM0909_2020
