EPI	Date	GISAID	Location	Variant
EPI_ISL_792087|Canada|C.36.1	2020-12-25	hCoV-19/Canada/ON-S2037/2020	Canada	C.36.1
EPI_ISL_792090|Canada|B.1.177.54	2021-01-05	hCoV-19/Canada/ON-S2041/2021	Canada	B.1.177.54
EPI_ISL_7972294|Canada|AY.25	2021-12-13	hCoV-19/Canada/NL-PHML-273337/2021	Canada	AY.25
EPI_ISL_7972298|Canada|AY.46	2021-12-14	hCoV-19/Canada/NL-PHML-273341/2021	Canada	AY.46
EPI_ISL_7972301|Canada|BA.1	2021-12-14	hCoV-19/Canada/NL-PHML-273344/2021	Canada	BA.1
EPI_ISL_7972306|Canada|BA.1.1	2021-12-15	hCoV-19/Canada/NL-PHML-273349/2021	Canada	BA.1.1
EPI_ISL_7972308|Canada|BA.1	2021-12-15	hCoV-19/Canada/NL-PHML-273351/2021	Canada	BA.1
EPI_ISL_7976802|Canada|AY.65	2021-12-04	hCoV-19/Canada/AB-ABPHL-44592/2021	Canada	AY.65
EPI_ISL_7976803|Canada|AY.44	2021-12-04	hCoV-19/Canada/AB-ABPHL-44593/2021	Canada	AY.44
EPI_ISL_7976826|Canada|AY.111	2021-12-05	hCoV-19/Canada/AB-ABPHL-44616/2021	Canada	AY.111
EPI_ISL_7976853|Canada|AY.74	2021-12-01	hCoV-19/Canada/AB-ABPHL-44658/2021	Canada	AY.74
EPI_ISL_7976858|Canada|AY.93	2021-12-01	hCoV-19/Canada/AB-ABPHL-44663/2021	Canada	AY.93
EPI_ISL_7976931|Canada|B.1.438.1	2021-12-07	hCoV-19/Canada/AB-ABPHL-44747/2021	Canada	B.1.438.1
EPI_ISL_7985268|Canada|BA.1	2021-12-10	hCoV-19/Canada/SK-RRPL-273255/2021	Canada	BA.1
EPI_ISL_7985269|Canada|BA.1.1	2021-12-12	hCoV-19/Canada/SK-RRPL-273256/2021	Canada	BA.1.1
EPI_ISL_7985324|Canada|AY.4.2	2021-12-12	hCoV-19/Canada/SK-RRPL-275062/2021	Canada	AY.4.2
EPI_ISL_7985339|Canada|BA.1	2021-12-13	hCoV-19/Canada/SK-RRPL-275092/2021	Canada	BA.1
EPI_ISL_7985340|Canada|BA.1	2021-12-14	hCoV-19/Canada/SK-RRPL-275094/2021	Canada	BA.1
EPI_ISL_7985350|Canada|BA.1	2021-12-16	hCoV-19/Canada/SK-RRPL-275114/2021	Canada	BA.1
EPI_ISL_7985353|Canada|AY.119	2021-12-13	hCoV-19/Canada/SK-RRPL-275124/2021	Canada	AY.119
EPI_ISL_7985354|Canada|AY.119.2	2021-12-14	hCoV-19/Canada/SK-RRPL-275126/2021	Canada	AY.119.2
EPI_ISL_7985355|Canada|AY.3	2021-12-14	hCoV-19/Canada/SK-RRPL-275130/2021	Canada	AY.3
EPI_ISL_7985359|Canada|BA.1	2021-12-11	hCoV-19/Canada/SK-RRPL-275139/2021	Canada	BA.1
EPI_ISL_7985372|Canada|BA.1	2021-12-10	hCoV-19/Canada/un-UB-KSL-04393/2021	Canada	BA.1
EPI_ISL_8027318|Canada|BA.1.1	2021-12-08	hCoV-19/Canada/ON-PHL-21-45819/2021	Canada	BA.1.1
EPI_ISL_8027342|Canada|BA.1	2021-11-09	hCoV-19/Canada/ON-PHL-21-45810/2021	Canada	BA.1
EPI_ISL_8027354|Canada|BA.1	2021-12-03	hCoV-19/Canada/ON-PHL-21-45884/2021	Canada	BA.1
EPI_ISL_805029|Canada|B.1.279	2020-04-20	hCoV-19/Canada/AB-39391/2020	Canada	B.1.279
EPI_ISL_805355|Canada|B	2020-04-15	hCoV-19/Canada/AB-29501/2020	Canada	B
EPI_ISL_805374|Canada|A	2020-04-16	hCoV-19/Canada/AB-66725/2020	Canada	A
EPI_ISL_805566|Canada|A	2020-05-18	hCoV-19/Canada/AB-88086/2020	Canada	A
EPI_ISL_805570|Canada|B.1.1	2020-04-27	hCoV-19/Canada/AB-47840/2020	Canada	B.1.1
EPI_ISL_805581|Canada|B.1	2020-03-17	hCoV-19/Canada/AB-57628/2020	Canada	B.1
EPI_ISL_805714|Canada|A	2020-03-22	hCoV-19/Canada/AB-46885/2020	Canada	A
EPI_ISL_805735|Canada|B.1.279	2020-05-13	hCoV-19/Canada/AB-66829/2020	Canada	B.1.279
EPI_ISL_805861|Canada|B.1.279	2020-03-26	hCoV-19/Canada/AB-91178/2020	Canada	B.1.279
EPI_ISL_805897|Canada|A.1	2020-03-18	hCoV-19/Canada/AB-46714/2020	Canada	A.1
EPI_ISL_805923|Canada|B.1.308	2020-03-22	hCoV-19/Canada/AB-35896/2020	Canada	B.1.308
EPI_ISL_805937|Canada|B.35	2020-03-22	hCoV-19/Canada/AB-61307/2020	Canada	B.35
EPI_ISL_805955|Canada|B.1.1	2020-03-24	hCoV-19/Canada/AB-23011/2020	Canada	B.1.1
EPI_ISL_805985|Canada|B.31	2020-03-28	hCoV-19/Canada/AB-50946/2020	Canada	B.31
EPI_ISL_805999|Canada|B.27	2020-03-01	hCoV-19/Canada/AB-71865/2020	Canada	B.27
EPI_ISL_806021|Canada|A.4	2020-04-04	hCoV-19/Canada/AB-95028/2020	Canada	A.4
EPI_ISL_806032|Canada|B.32	2020-03-16	hCoV-19/Canada/AB-75670/2020	Canada	B.32
EPI_ISL_806157|Canada|A.2.2	2020-03-29	hCoV-19/Canada/AB-84807/2020	Canada	A.2.2
EPI_ISL_806180|Canada|B.1.1.10	2020-04-06	hCoV-19/Canada/AB-80602/2020	Canada	B.1.1.10
EPI_ISL_806211|Canada|B.1.314	2020-03-28	hCoV-19/Canada/AB-63581/2020	Canada	B.1.314
EPI_ISL_806224|Canada|B.1	2020-04-01	hCoV-19/Canada/AB-95051/2020	Canada	B.1
EPI_ISL_806229|Canada|B.1.1	2020-05-15	hCoV-19/Canada/AB-67102/2020	Canada	B.1.1
EPI_ISL_806232|Canada|B.1.382	2020-05-07	hCoV-19/Canada/AB-79515/2020	Canada	B.1.382
EPI_ISL_806241|Canada|B	2020-03-01	hCoV-19/Canada/AB-52176/2020	Canada	B
EPI_ISL_806290|Canada|B.1.1.1	2020-03-31	hCoV-19/Canada/AB-29618/2020	Canada	B.1.1.1
EPI_ISL_806398|Canada|B.1.552	2020-04-11	hCoV-19/Canada/AB-83138/2020	Canada	B.1.552
EPI_ISL_806401|Canada|B.1.422	2020-05-10	hCoV-19/Canada/AB-82036/2020	Canada	B.1.422
EPI_ISL_806416|Canada|A.3	2020-03-27	hCoV-19/Canada/AB-76629/2020	Canada	A.3
EPI_ISL_806423|Canada|B.1.1.372	2020-03-29	hCoV-19/Canada/AB-58852/2020	Canada	B.1.1.372
EPI_ISL_8116316|Canada|BA.1.1	2021-12-05	hCoV-19/Canada/ON-PHL-21-47255/2021	Canada	BA.1.1
EPI_ISL_8116332|Canada|AY.102	2021-11-28	hCoV-19/Canada/ON-PHL-21-45294/2021	Canada	AY.102
EPI_ISL_8116339|Canada|BA.1.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-47239/2021	Canada	BA.1.1
EPI_ISL_8116461|Canada|AY.126	2021-12-07	hCoV-19/Canada/ON-PHL-21-46466/2021	Canada	AY.126
EPI_ISL_8116521|Canada|BA.1.1	2021-12-06	hCoV-19/Canada/ON-PHL-21-46754/2021	Canada	BA.1.1
EPI_ISL_8116545|Canada|AY.121.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-45116/2021	Canada	AY.121.1
EPI_ISL_8116558|Canada|AY.116	2021-12-02	hCoV-19/Canada/ON-PHL-21-44851/2021	Canada	AY.116
EPI_ISL_8116682|Canada|AY.15	2021-12-06	hCoV-19/Canada/ON-PHL-21-46177/2021	Canada	AY.15
EPI_ISL_8116688|Canada|AY.4.2.2	2021-12-04	hCoV-19/Canada/ON-PHL-21-46419/2021	Canada	AY.4.2.2
EPI_ISL_8116991|Canada|AY.75	2021-12-02	hCoV-19/Canada/ON-PHL-21-44518-v2/2021	Canada	AY.75
EPI_ISL_8116995|Canada|AY.4	2021-12-02	hCoV-19/Canada/ON-PHL-21-44523-v2/2021	Canada	AY.4
EPI_ISL_8117146|Canada|AY.5	2021-12-01	hCoV-19/Canada/ON-PHL-21-44807/2021	Canada	AY.5
EPI_ISL_8117164|Canada|AY.25	2021-12-01	hCoV-19/Canada/ON-PHL-21-44830/2021	Canada	AY.25
EPI_ISL_8117260|Canada|AY.128	2021-12-04	hCoV-19/Canada/ON-PHL-21-45070/2021	Canada	AY.128
EPI_ISL_8117324|Canada|AY.86	2021-11-29	hCoV-19/Canada/ON-PHL-21-45188/2021	Canada	AY.86
EPI_ISL_8117557|Canada|AY.120	2021-12-06	hCoV-19/Canada/ON-PHL-21-45867/2021	Canada	AY.120
EPI_ISL_8117588|Canada|AY.119.1	2021-12-02	hCoV-19/Canada/ON-PHL-21-45910/2021	Canada	AY.119.1
EPI_ISL_8117590|Canada|AY.93	2021-12-03	hCoV-19/Canada/ON-PHL-21-45912/2021	Canada	AY.93
EPI_ISL_8117680|Canada|AY.117	2021-12-06	hCoV-19/Canada/ON-PHL-21-46033/2021	Canada	AY.117
EPI_ISL_8117700|Canada|AY.9.2	2021-12-01	hCoV-19/Canada/ON-PHL-21-46071/2021	Canada	AY.9.2
EPI_ISL_8117803|Canada|AY.122	2021-12-06	hCoV-19/Canada/ON-PHL-21-46246/2021	Canada	AY.122
EPI_ISL_8117810|Canada|AY.4.2	2021-12-04	hCoV-19/Canada/ON-PHL-21-46255/2021	Canada	AY.4.2
EPI_ISL_8117881|Canada|AY.43	2021-12-06	hCoV-19/Canada/ON-PHL-21-46356/2021	Canada	AY.43
EPI_ISL_8117897|Canada|AY.129	2021-12-06	hCoV-19/Canada/ON-PHL-21-46378/2021	Canada	AY.129
EPI_ISL_8118076|Canada|AY.20	2021-12-07	hCoV-19/Canada/ON-PHL-21-46644/2021	Canada	AY.20
EPI_ISL_8118097|Canada|AY.25.1	2021-12-07	hCoV-19/Canada/ON-PHL-21-46672/2021	Canada	AY.25.1
EPI_ISL_8118105|Canada|AY.74	2021-12-07	hCoV-19/Canada/ON-PHL-21-46689/2021	Canada	AY.74
EPI_ISL_8118125|Canada|AY.110	2021-12-07	hCoV-19/Canada/ON-PHL-21-46714/2021	Canada	AY.110
EPI_ISL_8118158|Canada|AY.106	2021-12-04	hCoV-19/Canada/ON-PHL-21-46788/2021	Canada	AY.106
EPI_ISL_8118230|Canada|AY.59	2021-12-03	hCoV-19/Canada/ON-PHL-21-46726/2021	Canada	AY.59
EPI_ISL_8118236|Canada|AY.118	2021-12-02	hCoV-19/Canada/ON-PHL-21-46736/2021	Canada	AY.118
EPI_ISL_8118263|Canada|AY.9.2.1	2021-12-01	hCoV-19/Canada/ON-PHL-21-46063/2021	Canada	AY.9.2.1
EPI_ISL_8183520|Canada|AY.124.1	2021-11-22	hCoV-19/Canada/QC-1nDJXP-8140050069/2021	Canada	AY.124.1
EPI_ISL_8183526|Canada|AY.43	2021-11-16	hCoV-19/Canada/QC-1nIFO-T9162764IA/2021	Canada	AY.43
EPI_ISL_8184273|Canada|AY.116	2021-11-19	hCoV-19/Canada/QC-1nDJXW-506876481/2021	Canada	AY.116
EPI_ISL_8184290|Canada|AY.3	2021-11-22	hCoV-19/Canada/QC-1nDJXW-507048501/2021	Canada	AY.3
EPI_ISL_8184308|Canada|AY.4.2	2021-11-22	hCoV-19/Canada/QC-1nIUM-V1224677/2021	Canada	AY.4.2
EPI_ISL_8185132|Canada|AY.4	2021-11-22	hCoV-19/Canada/QC-1nIEOQ-16268042/2021	Canada	AY.4
EPI_ISL_8185229|Canada|AY.126	2021-11-24	hCoV-19/Canada/QC-1nIEOQ-R5241009CO/2021	Canada	AY.126
EPI_ISL_8185245|Canada|AY.119	2021-11-18	hCoV-19/Canada/QC-1nIROK-T918511299/2021	Canada	AY.119
EPI_ISL_8185264|Canada|AY.3.1	2021-11-18	hCoV-19/Canada/QC-1nDJXQ-R5182413C2/2021	Canada	AY.3.1
EPI_ISL_8185314|Canada|AY.74	2021-11-16	hCoV-19/Canada/QC-1nFWU-5227112/2021	Canada	AY.74
EPI_ISL_8185318|Canada|AY.33	2021-11-16	hCoV-19/Canada/QC-1nFWU-5229294/2021	Canada	AY.33
EPI_ISL_8185350|Canada|AY.122	2021-11-18	hCoV-19/Canada/QC-1nDJXP-8140027179/2021	Canada	AY.122
EPI_ISL_8185381|Canada|AY.110	2021-11-18	hCoV-19/Canada/QC-1nIEOQ-7056827860/2021	Canada	AY.110
EPI_ISL_8185394|Canada|AY.98.1	2021-11-17	hCoV-19/Canada/QC-1nIUM-V1174864/2021	Canada	AY.98.1
EPI_ISL_825640|Canada|B.1.611	2020-07-01	hCoV-19/Canada/Qc-JUS-V902109099/2020	Canada	B.1.611
EPI_ISL_825653|Canada|B.1	2020-06-25	hCoV-19/Canada/Qc-JUS-V825162799/2020	Canada	B.1
EPI_ISL_825718|Canada|B.1.1.176	2020-09-01	hCoV-19/Canada/Qc-HCLM-0091290848/2020	Canada	B.1.1.176
EPI_ISL_825752|Canada|B.1.611	2020-08-07	hCoV-19/Canada/Qc-HCLM-0081235488/2020	Canada	B.1.611
EPI_ISL_825764|Canada|B.1.305	2020-08-20	hCoV-19/Canada/Qc-HCLM-0081265973/2020	Canada	B.1.305
EPI_ISL_825773|Canada|B.1	2020-08-28	hCoV-19/Canada/Qc-HCLM-7051284613/2020	Canada	B.1
EPI_ISL_825777|Canada|B.1.265	2020-08-31	hCoV-19/Canada/Qc-HCLM-0081287212/2020	Canada	B.1.265
EPI_ISL_825778|Canada|B.1.597	2020-08-30	hCoV-19/Canada/Qc-HCLM-7051286298/2020	Canada	B.1.597
EPI_ISL_825779|Canada|B.1.128	2020-08-31	hCoV-19/Canada/Qc-HCLM-7051288293/2020	Canada	B.1.128
EPI_ISL_825788|Canada|B.1.265	2020-09-01	hCoV-19/Canada/Qc-HCLM-7051291348/2020	Canada	B.1.265
EPI_ISL_825789|Canada|B.1	2020-09-01	hCoV-19/Canada/Qc-HCLM-7051291632/2020	Canada	B.1
EPI_ISL_825801|Canada|B.1.1.1	2020-09-04	hCoV-19/Canada/Qc-HCLM-0091299931/2020	Canada	B.1.1.1
EPI_ISL_825820|Canada|B.1.611	2020-06-19	hCoV-19/Canada/Qc-CHUM-2017102498A/2020	Canada	B.1.611
EPI_ISL_825837|Canada|B.1.1.176	2020-04-17	hCoV-19/Canada/Qc-JEW-Q8171094/2020	Canada	B.1.1.176
EPI_ISL_825907|Canada|A.1	2020-05-12	hCoV-19/Canada/Qc-CHUM-2013302035A/2020	Canada	A.1
EPI_ISL_825908|Canada|B.1.1.329	2020-06-25	hCoV-19/Canada/Qc-CHUM-2017703684a/2020	Canada	B.1.1.329
EPI_ISL_825936|Canada|B.1.128	2020-07-11	hCoV-19/Canada/Qc-CHUM-2019301930A/2020	Canada	B.1.128
EPI_ISL_825938|Canada|B.1.1.176	2020-07-11	hCoV-19/Canada/Qc-CHUM-2019301640A/2020	Canada	B.1.1.176
EPI_ISL_826051|Canada|B.1.592	2020-05-06	hCoV-19/Canada/Qc-JEW-Q9062614/2020	Canada	B.1.592
EPI_ISL_826066|Canada|B.1.147	2020-05-09	hCoV-19/Canada/Qc-JEW-Q9090900/2020	Canada	B.1.147
EPI_ISL_826121|Canada|B.1.1.121	2020-07-20	hCoV-19/Canada/Qc-L00274426/2020	Canada	B.1.1.121
EPI_ISL_826154|Canada|B.1.350	2020-05-07	hCoV-19/Canada/Qc-JEW-Q9072282/2020	Canada	B.1.350
EPI_ISL_826194|Canada|B.1.128	2020-05-14	hCoV-19/Canada/Qc-JEW-Q9142094/2020	Canada	B.1.128
EPI_ISL_826265|Canada|B.1.147	2020-04-25	hCoV-19/Canada/Qc-JEW-Q8251009/2020	Canada	B.1.147
EPI_ISL_826268|Canada|B.1.422	2020-04-25	hCoV-19/Canada/Qc-JEW-Q8251318/2020	Canada	B.1.422
EPI_ISL_8322643|Canada|B.1	2021-01-22	hCoV-19/Canada/ON-PHL-21-08008-v2/2021	Canada	B.1
EPI_ISL_8322755|Canada|AY.102	2021-05-21	hCoV-19/Canada/ON-PHL-21-20850/2021	Canada	AY.102
EPI_ISL_8322810|Canada|AY.18	2021-06-25	hCoV-19/Canada/ON-PHL-21-23791-v2/2021	Canada	AY.18
EPI_ISL_8322838|Canada|B.1.617.2	2021-07-02	hCoV-19/Canada/ON-PHL-21-24848-v2/2021	Canada	B.1.617.2
EPI_ISL_8322886|Canada|AY.93	2021-07-20	hCoV-19/Canada/ON-PHL-21-26261-v2/2021	Canada	AY.93
EPI_ISL_8322906|Canada|AY.110	2021-07-23	hCoV-19/Canada/ON-PHL-21-26728-v2/2021	Canada	AY.110
EPI_ISL_8322909|Canada|AY.20	2021-07-28	hCoV-19/Canada/ON-PHL-21-26831-v2/2021	Canada	AY.20
EPI_ISL_8322913|Canada|P.1.12	2021-07-26	hCoV-19/Canada/ON-PHL-21-26870-v2/2021	Canada	P.1.12
EPI_ISL_8322918|Canada|AY.54	2021-07-28	hCoV-19/Canada/ON-PHL-21-27022-v2/2021	Canada	AY.54
EPI_ISL_8322943|Canada|AY.9.2.1	2021-08-06	hCoV-19/Canada/ON-PHL-21-29577/2021	Canada	AY.9.2.1
EPI_ISL_8322965|Canada|AY.73	2021-08-08	hCoV-19/Canada/ON-PHL-21-29599/2021	Canada	AY.73
EPI_ISL_8322975|Canada|AY.37	2021-08-08	hCoV-19/Canada/ON-PHL-21-29611/2021	Canada	AY.37
EPI_ISL_8323010|Canada|AY.4.4	2021-08-31	hCoV-19/Canada/ON-PHL-21-32374/2021	Canada	AY.4.4
EPI_ISL_8323019|Canada|AY.129	2021-08-31	hCoV-19/Canada/ON-PHL-21-32384/2021	Canada	AY.129
EPI_ISL_8323047|Canada|AY.3	2021-09-01	hCoV-19/Canada/ON-PHL-21-32413/2021	Canada	AY.3
EPI_ISL_8323054|Canada|AY.98.1	2021-09-02	hCoV-19/Canada/ON-PHL-21-32422/2021	Canada	AY.98.1
EPI_ISL_8323141|Canada|AY.25	2021-09-04	hCoV-19/Canada/ON-PHL-21-33197/2021	Canada	AY.25
EPI_ISL_8323151|Canada|AY.126	2021-09-06	hCoV-19/Canada/ON-PHL-21-33207/2021	Canada	AY.126
EPI_ISL_8323167|Canada|AY.42	2021-08-30	hCoV-19/Canada/ON-PHL-21-33224/2021	Canada	AY.42
EPI_ISL_8323174|Canada|B.1.311	2021-12-01	hCoV-19/Canada/ON-PHL-21-44225/2021	Canada	B.1.311
EPI_ISL_8323291|Canada|AY.127	2021-12-08	hCoV-19/Canada/ON-PHL-21-46933/2021	Canada	AY.127
EPI_ISL_8323533|Canada|AY.36	2021-12-06	hCoV-19/Canada/ON-PHL-21-47294/2021	Canada	AY.36
EPI_ISL_8323569|Canada|AY.3.2	2021-12-08	hCoV-19/Canada/ON-PHL-21-47333/2021	Canada	AY.3.2
EPI_ISL_8323614|Canada|AY.46.6	2021-12-08	hCoV-19/Canada/ON-PHL-21-47379/2021	Canada	AY.46.6
EPI_ISL_8323696|Canada|AY.98.1	2021-12-09	hCoV-19/Canada/ON-PHL-21-47470/2021	Canada	AY.98.1
EPI_ISL_8323812|Canada|B.1.640.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-47596/2021	Canada	B.1.640.1
EPI_ISL_8323829|Canada|AY.99.2	2021-12-09	hCoV-19/Canada/ON-PHL-21-47613/2021	Canada	AY.99.2
EPI_ISL_8323845|Canada|AY.107	2021-12-09	hCoV-19/Canada/ON-PHL-21-47629/2021	Canada	AY.107
EPI_ISL_8323887|Canada|AY.54	2021-12-08	hCoV-19/Canada/ON-PHL-21-47673/2021	Canada	AY.54
EPI_ISL_8324208|Canada|AY.77	2021-12-14	hCoV-19/Canada/ON-PHL-21-48008/2021	Canada	AY.77
EPI_ISL_8324226|Canada|AY.113	2021-12-18	hCoV-19/Canada/ON-PHL-21-48026/2021	Canada	AY.113
EPI_ISL_8324229|Canada|BA.1	2021-12-18	hCoV-19/Canada/ON-PHL-21-48029/2021	Canada	BA.1
EPI_ISL_8324249|Canada|BA.1	2021-12-19	hCoV-19/Canada/ON-PHL-21-48049/2021	Canada	BA.1
EPI_ISL_8324288|Canada|BA.1	2021-12-20	hCoV-19/Canada/ON-PHL-21-48092/2021	Canada	BA.1
EPI_ISL_8324289|Canada|BA.1.1	2021-12-20	hCoV-19/Canada/ON-PHL-21-48093/2021	Canada	BA.1.1
EPI_ISL_8324390|Canada|AY.108	2021-12-11	hCoV-19/Canada/ON-PHL-21-48202/2021	Canada	AY.108
EPI_ISL_8324600|Canada|AY.25.3	2021-12-09	hCoV-19/Canada/ON-PHL-21-48440/2021	Canada	AY.25.3
EPI_ISL_8329750|Canada|BA.1	2021-12-16	hCoV-19/Canada/ON-Yale-15162/2021	Canada	BA.1
EPI_ISL_8367116|Canada|AY.98	2021-12-06	hCoV-19/Canada/BC-BCCDC-273525/2021	Canada	AY.98
EPI_ISL_8367191|Canada|AY.3.1	2021-12-02	hCoV-19/Canada/BC-BCCDC-273557/2021	Canada	AY.3.1
EPI_ISL_8367208|Canada|AY.119.2	2021-12-03	hCoV-19/Canada/BC-BCCDC-273569/2021	Canada	AY.119.2
EPI_ISL_8367344|Canada|AY.117	2021-11-24	hCoV-19/Canada/BC-BCCDC-262212/2021	Canada	AY.117
EPI_ISL_8367494|Canada|AY.4.2.1	2021-11-30	hCoV-19/Canada/BC-BCCDC-273675/2021	Canada	AY.4.2.1
EPI_ISL_8367573|Canada|AY.9	2021-11-20	hCoV-19/Canada/BC-BCCDC-262381/2021	Canada	AY.9
EPI_ISL_8367720|Canada|AY.118	2021-12-03	hCoV-19/Canada/BC-BCCDC-273767/2021	Canada	AY.118
EPI_ISL_8367856|Canada|AY.4.2	2021-12-05	hCoV-19/Canada/BC-BCCDC-273817/2021	Canada	AY.4.2
EPI_ISL_8367912|Canada|AY.4.2.2	2021-12-04	hCoV-19/Canada/BC-BCCDC-273840/2021	Canada	AY.4.2.2
EPI_ISL_8367931|Canada|AY.27	2021-12-04	hCoV-19/Canada/BC-BCCDC-273847/2021	Canada	AY.27
EPI_ISL_8368018|Canada|AY.27	2021-11-29	hCoV-19/Canada/BC-BCCDC-273884/2021	Canada	AY.27
EPI_ISL_8368048|Canada|AY.4	2021-11-24	hCoV-19/Canada/BC-BCCDC-262613/2021	Canada	AY.4
EPI_ISL_8368075|Canada|BA.1	2021-12-01	hCoV-19/Canada/BC-BCCDC-273925/2021	Canada	BA.1
EPI_ISL_8368197|Canada|AY.25	2021-11-30	hCoV-19/Canada/BC-BCCDC-273996/2021	Canada	AY.25
EPI_ISL_8368250|Canada|AY.111	2021-11-30	hCoV-19/Canada/BC-BCCDC-274031/2021	Canada	AY.111
EPI_ISL_8368335|Canada|B.1.617.2	2021-11-25	hCoV-19/Canada/BC-BCCDC-262845/2021	Canada	B.1.617.2
EPI_ISL_8368357|Canada|B.1.438.1	2021-12-06	hCoV-19/Canada/BC-BCCDC-274111/2021	Canada	B.1.438.1
EPI_ISL_8368448|Canada|AY.104	2021-11-25	hCoV-19/Canada/BC-BCCDC-262923/2021	Canada	AY.104
EPI_ISL_8368524|Canada|AY.93	2021-12-04	hCoV-19/Canada/BC-BCCDC-274218/2021	Canada	AY.93
EPI_ISL_8368559|Canada|AY.114	2021-12-04	hCoV-19/Canada/BC-BCCDC-274245/2021	Canada	AY.114
EPI_ISL_8368562|Canada|AY.7.1	2021-11-24	hCoV-19/Canada/BC-BCCDC-263067/2021	Canada	AY.7.1
EPI_ISL_8368576|Canada|AY.86	2021-11-17	hCoV-19/Canada/BC-BCCDC-263076/2021	Canada	AY.86
EPI_ISL_8368689|Canada|AY.26	2021-11-22	hCoV-19/Canada/BC-BCCDC-263208/2021	Canada	AY.26
EPI_ISL_8368981|Canada|AY.39.1	2021-12-04	hCoV-19/Canada/BC-BCCDC-274489/2021	Canada	AY.39.1
EPI_ISL_8369150|Canada|AY.3.1	2021-11-30	hCoV-19/Canada/BC-BCCDC-272344/2021	Canada	AY.3.1
EPI_ISL_8369185|Canada|AY.72	2021-11-18	hCoV-19/Canada/BC-BCCDC-263745/2021	Canada	AY.72
EPI_ISL_8369270|Canada|AY.3.2	2021-12-07	hCoV-19/Canada/BC-BCCDC-274683/2021	Canada	AY.3.2
EPI_ISL_8369299|Canada|AY.122	2021-11-24	hCoV-19/Canada/BC-BCCDC-263829/2021	Canada	AY.122
EPI_ISL_8369317|Canada|AY.4	2021-12-05	hCoV-19/Canada/BC-BCCDC-274711/2021	Canada	AY.4
EPI_ISL_8369681|Canada|BA.1	2021-12-05	hCoV-19/Canada/BC-BCCDC-274922/2021	Canada	BA.1
EPI_ISL_8369696|Canada|BA.1.1	2021-12-05	hCoV-19/Canada/BC-BCCDC-274927/2021	Canada	BA.1.1
EPI_ISL_8369718|Canada|BA.1	2021-12-02	hCoV-19/Canada/BC-BCCDC-274934/2021	Canada	BA.1
EPI_ISL_8369740|Canada|AY.119	2021-12-04	hCoV-19/Canada/BC-BCCDC-274941/2021	Canada	AY.119
EPI_ISL_8369844|Canada|BA.1	2021-12-03	hCoV-19/Canada/BC-BCCDC-275021/2021	Canada	BA.1
EPI_ISL_8369958|Canada|BA.1	2021-12-04	hCoV-19/Canada/BC-BCCDC-275123/2021	Canada	BA.1
EPI_ISL_8370099|Canada|AY.25.1	2021-11-14	hCoV-19/Canada/BC-BCCDC-272710/2021	Canada	AY.25.1
EPI_ISL_8370217|Canada|AY.103	2021-12-06	hCoV-19/Canada/BC-BCCDC-275246/2021	Canada	AY.103
EPI_ISL_8370288|Canada|AY.93	2021-11-28	hCoV-19/Canada/BC-BCCDC-272790/2021	Canada	AY.93
EPI_ISL_8370359|Canada|AY.4.5	2021-12-06	hCoV-19/Canada/BC-BCCDC-275314/2021	Canada	AY.4.5
EPI_ISL_8370406|Canada|BA.1.1	2021-12-06	hCoV-19/Canada/BC-BCCDC-275354/2021	Canada	BA.1.1
EPI_ISL_8370654|Canada|BA.1	2021-12-06	hCoV-19/Canada/BC-BCCDC-275512/2021	Canada	BA.1
EPI_ISL_8370738|Canada|BA.1.1	2021-12-08	hCoV-19/Canada/BC-BCCDC-275859/2021	Canada	BA.1.1
EPI_ISL_8370905|Canada|BA.1	2021-12-07	hCoV-19/Canada/BC-BCCDC-276075/2021	Canada	BA.1
EPI_ISL_8371012|Canada|AY.125	2021-12-06	hCoV-19/Canada/BC-BCCDC-276308/2021	Canada	AY.125
EPI_ISL_8390680|Canada|AY.100	2021-12-10	hCoV-19/Canada/AB-ABPHL-45665/2021	Canada	AY.100
EPI_ISL_8390786|Canada|BA.1.1	2021-12-14	hCoV-19/Canada/AB-ABPHL-45724/2021	Canada	BA.1.1
EPI_ISL_8391013|Canada|AY.47	2021-12-13	hCoV-19/Canada/AB-ABPHL-45882/2021	Canada	AY.47
EPI_ISL_8391026|Canada|AY.98	2021-12-13	hCoV-19/Canada/AB-ABPHL-45889/2021	Canada	AY.98
EPI_ISL_8391153|Canada|BA.1	2021-12-15	hCoV-19/Canada/AB-ABPHL-45966/2021	Canada	BA.1
EPI_ISL_8391407|Canada|BA.1.1	2021-12-17	hCoV-19/Canada/AB-ABPHL-46133/2021	Canada	BA.1.1
EPI_ISL_8391800|Canada|AY.133	2021-12-12	hCoV-19/Canada/AB-ABPHL-46300/2021	Canada	AY.133
EPI_ISL_8391927|Canada|BA.1	2021-12-18	hCoV-19/Canada/AB-ABPHL-46485/2021	Canada	BA.1
EPI_ISL_8392059|Canada|AY.113	2021-12-20	hCoV-19/Canada/AB-ABPHL-46575/2021	Canada	AY.113
EPI_ISL_8392081|Canada|AY.119	2021-12-20	hCoV-19/Canada/AB-ABPHL-46587/2021	Canada	AY.119
