EPI	Date	GISAID	Location	lineage
EPI_ISL_7740187|Canada|AY.124	2021-11-27	hCoV-19/Canada/BC-BCCDC-268041/2021	Canada	AY.124
EPI_ISL_775040|Canada|B.1.36.8	2020-11-01	hCoV-19/Canada/ON-PHL-20-03757/2020	Canada	B.1.36.8
EPI_ISL_775057|Canada|B.1.564.1	2020-11-01	hCoV-19/Canada/ON-PHL-20-03796/2020	Canada	B.1.564.1
EPI_ISL_775066|Canada|B.1.1.343	2020-11-01	hCoV-19/Canada/ON-PHL-20-03805/2020	Canada	B.1.1.343
EPI_ISL_775102|Canada|B.1.517	2020-11-01	hCoV-19/Canada/ON-PHL-20-03664/2020	Canada	B.1.517
EPI_ISL_775107|Canada|B.1.2	2020-11-01	hCoV-19/Canada/ON-PHL-20-03748/2020	Canada	B.1.2
EPI_ISL_775111|Canada|B.1.1.121	2020-11-01	hCoV-19/Canada/ON-PHL-20-03603/2020	Canada	B.1.1.121
EPI_ISL_775120|Canada|B.1.221	2020-11-01	hCoV-19/Canada/ON-PHL-20-03612/2020	Canada	B.1.221
EPI_ISL_775130|Canada|B.1.139	2020-11-01	hCoV-19/Canada/ON-PHL-20-03623/2020	Canada	B.1.139
EPI_ISL_775157|Canada|C.36.1	2020-11-01	hCoV-19/Canada/ON-PHL-20-03671/2020	Canada	C.36.1
EPI_ISL_775181|Canada|B.1.1.329	2020-11-01	hCoV-19/Canada/ON-PHL-20-03698/2020	Canada	B.1.1.329
EPI_ISL_775191|Canada|B.1.265	2020-11-01	hCoV-19/Canada/ON-PHL-20-03709/2020	Canada	B.1.265
EPI_ISL_778849|Canada|AL.1	2020-11-01	hCoV-19/Canada/ON-PHL-20-03674/2020	Canada	AL.1
EPI_ISL_778850|Canada|B.1	2020-11-01	hCoV-19/Canada/ON-PHL-20-03725/2020	Canada	B.1
EPI_ISL_778854|Canada|B.1.1.368	2020-11-01	hCoV-19/Canada/ON-PHL-20-03822/2020	Canada	B.1.1.368
EPI_ISL_7792442|Canada|B.1.350	2020-05-26	hCoV-19/Canada/QC-1nKGZ-Q9262292/2020	Canada	B.1.350
EPI_ISL_7792447|Canada|A.2.5.2	2021-01-26	hCoV-19/Canada/QC-1nKGZ-R7261267/2021	Canada	A.2.5.2
EPI_ISL_7849130|Canada|AY.102	2021-11-07	hCoV-19/Canada/QC-1nKGZ-S7070583/2021	Canada	AY.102
EPI_ISL_7849139|Canada|AY.43	2021-11-08	hCoV-19/Canada/QC-1nKGZ-S7083648/2021	Canada	AY.43
EPI_ISL_7849141|Canada|AY.65	2021-11-09	hCoV-19/Canada/QC-1nIROK-T909512399/2021	Canada	AY.65
EPI_ISL_7849142|Canada|AY.36	2021-11-09	hCoV-19/Canada/QC-1nIROK-T909457999/2021	Canada	AY.36
EPI_ISL_7849229|Canada|AY.32	2021-11-12	hCoV-19/Canada/QC-1nFWU-5220545/2021	Canada	AY.32
EPI_ISL_7849231|Canada|AY.119.2	2021-11-12	hCoV-19/Canada/QC-1nIEOQ-7056814904/2021	Canada	AY.119.2
EPI_ISL_7849247|Canada|AY.122.1	2021-11-12	hCoV-19/Canada/QC-1nKGZ-S7122563/2021	Canada	AY.122.1
EPI_ISL_7849252|Canada|AY.121	2021-11-12	hCoV-19/Canada/QC-1nKGZ-S7121048/2021	Canada	AY.121
EPI_ISL_7849270|Canada|AY.102	2021-11-13	hCoV-19/Canada/QC-1nIEOQ-7056816246/2021	Canada	AY.102
EPI_ISL_7849341|Canada|AY.65	2021-11-17	hCoV-19/Canada/QC-1nIUH-5524610990/2021	Canada	AY.65
EPI_ISL_7871330|Canada|AY.120	2021-11-24	hCoV-19/Canada/ON-PHL-21-41322-v2/2021	Canada	AY.120
EPI_ISL_7871331|Canada|AY.122	2021-11-24	hCoV-19/Canada/ON-PHL-21-41323-v2/2021	Canada	AY.122
EPI_ISL_7871335|Canada|AY.4.5	2021-11-24	hCoV-19/Canada/ON-PHL-21-41328-v2/2021	Canada	AY.4.5
EPI_ISL_7871350|Canada|AY.117	2021-11-23	hCoV-19/Canada/ON-PHL-21-41348-v2/2021	Canada	AY.117
EPI_ISL_7871370|Canada|AY.86	2021-11-24	hCoV-19/Canada/ON-PHL-21-41367-v2/2021	Canada	AY.86
EPI_ISL_7871387|Canada|AY.39	2021-11-24	hCoV-19/Canada/ON-PHL-21-41386-v2/2021	Canada	AY.39
EPI_ISL_7871467|Canada|AY.9.2.1	2021-11-28	hCoV-19/Canada/ON-PHL-21-43019/2021	Canada	AY.9.2.1
EPI_ISL_7871507|Canada|AY.4.2.2	2021-11-30	hCoV-19/Canada/ON-PHL-21-43319/2021	Canada	AY.4.2.2
EPI_ISL_7871620|Canada|AY.46.1	2021-11-29	hCoV-19/Canada/ON-PHL-21-43432/2021	Canada	AY.46.1
EPI_ISL_7871769|Canada|AY.25	2021-11-28	hCoV-19/Canada/ON-PHL-21-43586/2021	Canada	AY.25
EPI_ISL_7871825|Canada|AY.25.3	2021-11-30	hCoV-19/Canada/ON-PHL-21-43645/2021	Canada	AY.25.3
EPI_ISL_7871849|Canada|AY.3.2	2021-09-29	hCoV-19/Canada/ON-PHL-21-43672/2021	Canada	AY.3.2
EPI_ISL_7871999|Canada|AY.28	2021-11-30	hCoV-19/Canada/ON-PHL-21-43832/2021	Canada	AY.28
EPI_ISL_7872022|Canada|AY.83	2021-11-30	hCoV-19/Canada/ON-PHL-21-43856/2021	Canada	AY.83
EPI_ISL_7872110|Canada|AY.120	2021-11-29	hCoV-19/Canada/ON-PHL-21-43946/2021	Canada	AY.120
EPI_ISL_7872122|Canada|AY.36	2021-11-30	hCoV-19/Canada/ON-PHL-21-43959/2021	Canada	AY.36
EPI_ISL_7872130|Canada|B.1.617.2	2021-11-30	hCoV-19/Canada/ON-PHL-21-43967/2021	Canada	B.1.617.2
EPI_ISL_7872136|Canada|AY.122	2021-12-01	hCoV-19/Canada/ON-PHL-21-43974/2021	Canada	AY.122
EPI_ISL_7872191|Canada|BA.1.1	2021-12-02	hCoV-19/Canada/ON-PHL-21-44037/2021	Canada	BA.1.1
EPI_ISL_7872214|Canada|AY.39	2021-12-01	hCoV-19/Canada/ON-PHL-21-44060/2021	Canada	AY.39
EPI_ISL_7872237|Canada|AY.43	2021-12-01	hCoV-19/Canada/ON-PHL-21-44085/2021	Canada	AY.43
EPI_ISL_7872299|Canada|BA.1.1	2021-12-02	hCoV-19/Canada/ON-PHL-21-44314/2021	Canada	BA.1.1
EPI_ISL_7872306|Canada|BA.2	2021-12-02	hCoV-19/Canada/ON-PHL-21-44325/2021	Canada	BA.2
EPI_ISL_7872307|Canada|BA.2	2021-12-03	hCoV-19/Canada/ON-PHL-21-44326/2021	Canada	BA.2
EPI_ISL_7872308|Canada|BA.2	2021-12-03	hCoV-19/Canada/ON-PHL-21-44327/2021	Canada	BA.2
EPI_ISL_7872309|Canada|BA.1.1	2021-12-03	hCoV-19/Canada/ON-PHL-21-44328/2021	Canada	BA.1.1
EPI_ISL_7872314|Canada|BA.1.1	2021-12-06	hCoV-19/Canada/ON-PHL-21-44335/2021	Canada	BA.1.1
EPI_ISL_7872363|Canada|AY.34.1	2021-12-03	hCoV-19/Canada/ON-PHL-21-44384/2021	Canada	AY.34.1
EPI_ISL_7872369|Canada|AY.3	2021-12-03	hCoV-19/Canada/ON-PHL-21-44390/2021	Canada	AY.3
EPI_ISL_7872469|Canada|BA.1	2021-12-06	hCoV-19/Canada/ON-PHL-21-44676/2021	Canada	BA.1
EPI_ISL_7872475|Canada|BA.1	2021-12-05	hCoV-19/Canada/ON-PHL-21-44682/2021	Canada	BA.1
EPI_ISL_7872483|Canada|BA.1	2021-12-06	hCoV-19/Canada/ON-PHL-21-44692/2021	Canada	BA.1
EPI_ISL_7872484|Canada|BA.1.1	2021-12-05	hCoV-19/Canada/ON-PHL-21-44693/2021	Canada	BA.1.1
EPI_ISL_7872519|Canada|BA.1.1	2021-12-08	hCoV-19/Canada/ON-PHL-21-44728/2021	Canada	BA.1.1
EPI_ISL_7872545|Canada|BA.1	2021-12-05	hCoV-19/Canada/ON-PHL-21-45203/2021	Canada	BA.1
EPI_ISL_7872546|Canada|BA.1	2021-12-05	hCoV-19/Canada/ON-PHL-21-45204/2021	Canada	BA.1
EPI_ISL_7872553|Canada|BA.1	2021-12-08	hCoV-19/Canada/ON-PHL-21-45211/2021	Canada	BA.1
EPI_ISL_7872607|Canada|BA.1.1	2021-12-05	hCoV-19/Canada/ON-PHL-21-45485/2021	Canada	BA.1.1
EPI_ISL_7872623|Canada|BA.1	2021-12-08	hCoV-19/Canada/ON-PHL-21-45501/2021	Canada	BA.1
EPI_ISL_7872678|Canada|BA.1.1	2021-12-09	hCoV-19/Canada/ON-PHL-21-45562/2021	Canada	BA.1.1
EPI_ISL_7872722|Canada|BA.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-45623/2021	Canada	BA.1
EPI_ISL_7872723|Canada|BA.1	2021-12-07	hCoV-19/Canada/ON-PHL-21-45693/2021	Canada	BA.1
EPI_ISL_7872724|Canada|BA.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-45694/2021	Canada	BA.1
EPI_ISL_7872729|Canada|BA.1.1	2021-12-08	hCoV-19/Canada/ON-PHL-21-45699/2021	Canada	BA.1.1
EPI_ISL_7876309|Canada|AY.128	2021-12-02	hCoV-19/Canada/ON-PHL-21-44941/2021	Canada	AY.128
EPI_ISL_7883347|Canada|AY.4.2	2021-12-03	hCoV-19/Canada/AB-ABPHL-44421/2021	Canada	AY.4.2
EPI_ISL_7883380|Canada|BA.1	2021-12-11	hCoV-19/Canada/AB-ABPHL-44761/2021	Canada	BA.1
EPI_ISL_7883421|Canada|AY.127	2021-12-08	hCoV-19/Canada/AB-ABPHL-44812/2021	Canada	AY.127
EPI_ISL_7883434|Canada|AY.25.1	2021-12-08	hCoV-19/Canada/AB-ABPHL-44826/2021	Canada	AY.25.1
EPI_ISL_7883509|Canada|AY.117	2021-12-03	hCoV-19/Canada/AB-ABPHL-44912/2021	Canada	AY.117
EPI_ISL_7883556|Canada|BA.1.1	2021-12-12	hCoV-19/Canada/AB-ABPHL-44968/2021	Canada	BA.1.1
EPI_ISL_792067|Canada|B.1.36	2020-11-24	hCoV-19/Canada/ON-A42/2020	Canada	B.1.36
EPI_ISL_792085|Canada|B.1.36.18	2020-12-28	hCoV-19/Canada/ON-S2034/2020	Canada	B.1.36.18
EPI_ISL_7972298|Canada|AY.46	2021-12-14	hCoV-19/Canada/NL-PHML-273341/2021	Canada	AY.46
EPI_ISL_7976826|Canada|AY.111	2021-12-05	hCoV-19/Canada/AB-ABPHL-44616/2021	Canada	AY.111
EPI_ISL_7985338|Canada|AY.93	2021-12-09	hCoV-19/Canada/SK-RRPL-275090/2021	Canada	AY.93
EPI_ISL_7985353|Canada|AY.119	2021-12-13	hCoV-19/Canada/SK-RRPL-275124/2021	Canada	AY.119
EPI_ISL_7985354|Canada|AY.119.2	2021-12-14	hCoV-19/Canada/SK-RRPL-275126/2021	Canada	AY.119.2
EPI_ISL_8027332|Canada|BA.1	2021-12-09	hCoV-19/Canada/ON-PHL-21-45791/2021	Canada	BA.1
EPI_ISL_8027342|Canada|BA.1	2021-11-09	hCoV-19/Canada/ON-PHL-21-45810/2021	Canada	BA.1
EPI_ISL_805155|Canada|B.1.279	2020-04-23	hCoV-19/Canada/AB-81168/2020	Canada	B.1.279
EPI_ISL_805355|Canada|B	2020-04-15	hCoV-19/Canada/AB-29501/2020	Canada	B
EPI_ISL_805374|Canada|A	2020-04-16	hCoV-19/Canada/AB-66725/2020	Canada	A
EPI_ISL_805512|Canada|B.1.1.372	2020-03-22	hCoV-19/Canada/AB-74962/2020	Canada	B.1.1.372
EPI_ISL_805519|Canada|B.1.279	2020-04-28	hCoV-19/Canada/AB-83736/2020	Canada	B.1.279
EPI_ISL_805566|Canada|A	2020-05-18	hCoV-19/Canada/AB-88086/2020	Canada	A
EPI_ISL_805662|Canada|A	2020-04-28	hCoV-19/Canada/AB-38173/2020	Canada	A
EPI_ISL_805743|Canada|B.1.279	2020-05-18	hCoV-19/Canada/AB-90958/2020	Canada	B.1.279
EPI_ISL_805815|Canada|B	2020-03-19	hCoV-19/Canada/AB-39554/2020	Canada	B
EPI_ISL_805906|Canada|B.40	2020-03-01	hCoV-19/Canada/AB-26347/2020	Canada	B.40
EPI_ISL_805923|Canada|B.1.308	2020-03-22	hCoV-19/Canada/AB-35896/2020	Canada	B.1.308
EPI_ISL_805937|Canada|B.35	2020-03-22	hCoV-19/Canada/AB-61307/2020	Canada	B.35
EPI_ISL_805971|Canada|B.1.1	2020-03-01	hCoV-19/Canada/AB-36547/2020	Canada	B.1.1
EPI_ISL_805980|Canada|B	2020-04-04	hCoV-19/Canada/AB-56815/2020	Canada	B
EPI_ISL_805985|Canada|B.31	2020-03-28	hCoV-19/Canada/AB-50946/2020	Canada	B.31
EPI_ISL_805999|Canada|B.27	2020-03-01	hCoV-19/Canada/AB-71865/2020	Canada	B.27
EPI_ISL_806021|Canada|A.4	2020-04-04	hCoV-19/Canada/AB-95028/2020	Canada	A.4
EPI_ISL_806032|Canada|B.32	2020-03-16	hCoV-19/Canada/AB-75670/2020	Canada	B.32
EPI_ISL_806090|Canada|B.1.279	2020-04-10	hCoV-19/Canada/AB-78228/2020	Canada	B.1.279
EPI_ISL_806147|Canada|B.1.279	2020-05-16	hCoV-19/Canada/AB-76317/2020	Canada	B.1.279
EPI_ISL_806157|Canada|A.2.2	2020-03-29	hCoV-19/Canada/AB-84807/2020	Canada	A.2.2
EPI_ISL_806201|Canada|B	2020-03-15	hCoV-19/Canada/AB-48053/2020	Canada	B
EPI_ISL_806207|Canada|B.1.279	2020-03-25	hCoV-19/Canada/AB-50579/2020	Canada	B.1.279
EPI_ISL_806232|Canada|B.1.382	2020-05-07	hCoV-19/Canada/AB-79515/2020	Canada	B.1.382
EPI_ISL_806241|Canada|B	2020-03-01	hCoV-19/Canada/AB-52176/2020	Canada	B
EPI_ISL_806263|Canada|B.1.1.10	2020-03-18	hCoV-19/Canada/AB-90987/2020	Canada	B.1.1.10
EPI_ISL_806279|Canada|B.1.279	2020-03-20	hCoV-19/Canada/AB-22996/2020	Canada	B.1.279
EPI_ISL_806288|Canada|A.2.2	2020-03-30	hCoV-19/Canada/AB-20647/2020	Canada	A.2.2
EPI_ISL_806309|Canada|A	2020-04-11	hCoV-19/Canada/AB-48683/2020	Canada	A
EPI_ISL_806317|Canada|B.1.1.372	2020-03-28	hCoV-19/Canada/AB-65233/2020	Canada	B.1.1.372
EPI_ISL_806340|Canada|B.1.279	2020-03-15	hCoV-19/Canada/AB-76587/2020	Canada	B.1.279
EPI_ISL_806343|Canada|B.1.1.10	2020-04-02	hCoV-19/Canada/AB-80162/2020	Canada	B.1.1.10
EPI_ISL_806360|Canada|B.1	2020-04-06	hCoV-19/Canada/AB-70097/2020	Canada	B.1
EPI_ISL_806429|Canada|B.1.279	2020-04-02	hCoV-19/Canada/AB-76983/2020	Canada	B.1.279
EPI_ISL_8116324|Canada|BA.1.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-47238/2021	Canada	BA.1.1
EPI_ISL_8116329|Canada|AY.103	2021-11-30	hCoV-19/Canada/ON-PHL-21-44497-v2/2021	Canada	AY.103
EPI_ISL_8116332|Canada|AY.102	2021-11-28	hCoV-19/Canada/ON-PHL-21-45294/2021	Canada	AY.102
EPI_ISL_8116356|Canada|BA.1.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-47242/2021	Canada	BA.1.1
EPI_ISL_8116399|Canada|AY.122.4	2021-11-28	hCoV-19/Canada/ON-PHL-21-45030/2021	Canada	AY.122.4
EPI_ISL_8116402|Canada|BA.1	2021-12-06	hCoV-19/Canada/ON-PHL-21-47292/2021	Canada	BA.1
EPI_ISL_8116460|Canada|BA.1.1	2021-12-03	hCoV-19/Canada/ON-PHL-21-46335/2021	Canada	BA.1.1
EPI_ISL_8116490|Canada|BA.1.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-46337/2021	Canada	BA.1.1
EPI_ISL_8116558|Canada|AY.116	2021-12-02	hCoV-19/Canada/ON-PHL-21-44851/2021	Canada	AY.116
EPI_ISL_8116566|Canada|AY.54	2021-12-02	hCoV-19/Canada/ON-PHL-21-45019/2021	Canada	AY.54
EPI_ISL_8116584|Canada|AY.39.1	2021-12-01	hCoV-19/Canada/ON-PHL-21-44904/2021	Canada	AY.39.1
EPI_ISL_8116626|Canada|AY.34	2021-12-03	hCoV-19/Canada/ON-PHL-21-46022/2021	Canada	AY.34
EPI_ISL_8116630|Canada|AY.9	2021-11-26	hCoV-19/Canada/ON-PHL-21-45031/2021	Canada	AY.9
EPI_ISL_8116651|Canada|AY.44	2021-12-06	hCoV-19/Canada/ON-PHL-21-46147/2021	Canada	AY.44
EPI_ISL_8116667|Canada|AY.44	2021-12-05	hCoV-19/Canada/ON-PHL-21-46435/2021	Canada	AY.44
EPI_ISL_8116947|Canada|AY.86	2021-12-01	hCoV-19/Canada/ON-PHL-21-44266/2021	Canada	AY.86
EPI_ISL_8117090|Canada|AY.25.3	2021-12-09	hCoV-19/Canada/ON-PHL-21-44735/2021	Canada	AY.25.3
EPI_ISL_8117146|Canada|AY.5	2021-12-01	hCoV-19/Canada/ON-PHL-21-44807/2021	Canada	AY.5
EPI_ISL_8117225|Canada|AY.107	2021-12-02	hCoV-19/Canada/ON-PHL-21-45006/2021	Canada	AY.107
EPI_ISL_8117282|Canada|AY.27	2021-12-03	hCoV-19/Canada/ON-PHL-21-45106/2021	Canada	AY.27
EPI_ISL_8117338|Canada|AY.119	2021-11-30	hCoV-19/Canada/ON-PHL-21-45221/2021	Canada	AY.119
EPI_ISL_8117485|Canada|AY.20	2021-12-02	hCoV-19/Canada/ON-PHL-21-45616/2021	Canada	AY.20
EPI_ISL_8117557|Canada|AY.120	2021-12-06	hCoV-19/Canada/ON-PHL-21-45867/2021	Canada	AY.120
EPI_ISL_8117560|Canada|AY.75	2021-12-03	hCoV-19/Canada/ON-PHL-21-45870/2021	Canada	AY.75
EPI_ISL_8117586|Canada|AY.118	2021-12-04	hCoV-19/Canada/ON-PHL-21-45906/2021	Canada	AY.118
EPI_ISL_8117588|Canada|AY.119.1	2021-12-02	hCoV-19/Canada/ON-PHL-21-45910/2021	Canada	AY.119.1
EPI_ISL_8117680|Canada|AY.117	2021-12-06	hCoV-19/Canada/ON-PHL-21-46033/2021	Canada	AY.117
EPI_ISL_8117839|Canada|AY.100	2021-12-03	hCoV-19/Canada/ON-PHL-21-46294/2021	Canada	AY.100
EPI_ISL_8117886|Canada|AY.121	2021-12-07	hCoV-19/Canada/ON-PHL-21-46363/2021	Canada	AY.121
EPI_ISL_8117897|Canada|AY.129	2021-12-06	hCoV-19/Canada/ON-PHL-21-46378/2021	Canada	AY.129
EPI_ISL_8117970|Canada|AY.27	2021-12-08	hCoV-19/Canada/ON-PHL-21-46510/2021	Canada	AY.27
EPI_ISL_8118004|Canada|AY.9.2.1	2021-12-04	hCoV-19/Canada/ON-PHL-21-46557/2021	Canada	AY.9.2.1
EPI_ISL_8118021|Canada|AY.47	2021-12-03	hCoV-19/Canada/ON-PHL-21-46579/2021	Canada	AY.47
EPI_ISL_8118087|Canada|AY.119	2021-12-08	hCoV-19/Canada/ON-PHL-21-46660/2021	Canada	AY.119
EPI_ISL_8118144|Canada|AY.9.2	2021-12-05	hCoV-19/Canada/ON-PHL-21-46772/2021	Canada	AY.9.2
EPI_ISL_8118156|Canada|AY.77	2021-12-04	hCoV-19/Canada/ON-PHL-21-46786/2021	Canada	AY.77
EPI_ISL_8118226|Canada|AY.106	2021-12-02	hCoV-19/Canada/ON-PHL-21-44293/2021	Canada	AY.106
EPI_ISL_8118230|Canada|AY.59	2021-12-03	hCoV-19/Canada/ON-PHL-21-46726/2021	Canada	AY.59
EPI_ISL_8184267|Canada|AY.3.1	2021-11-23	hCoV-19/Canada/QC-1nDJXQ-R5231062C2/2021	Canada	AY.3.1
EPI_ISL_8184273|Canada|AY.116	2021-11-19	hCoV-19/Canada/QC-1nDJXW-506876481/2021	Canada	AY.116
EPI_ISL_8184308|Canada|AY.4.2	2021-11-22	hCoV-19/Canada/QC-1nIUM-V1224677/2021	Canada	AY.4.2
EPI_ISL_8185145|Canada|AY.3.1	2021-11-19	hCoV-19/Canada/QC-1nKGZ-S7192753/2021	Canada	AY.3.1
EPI_ISL_8185263|Canada|AY.121	2021-11-20	hCoV-19/Canada/QC-1nDJXQ-R5201314C2/2021	Canada	AY.121
EPI_ISL_8185318|Canada|AY.33	2021-11-16	hCoV-19/Canada/QC-1nFWU-5229294/2021	Canada	AY.33
EPI_ISL_8185337|Canada|AY.121	2021-11-23	hCoV-19/Canada/QC-1nFWU-5244337/2021	Canada	AY.121
EPI_ISL_8185365|Canada|AY.102	2021-11-18	hCoV-19/Canada/QC-1nKGZ-S7183127/2021	Canada	AY.102
EPI_ISL_8185394|Canada|AY.98.1	2021-11-17	hCoV-19/Canada/QC-1nIUM-V1174864/2021	Canada	AY.98.1
EPI_ISL_8185409|Canada|AY.122	2021-11-18	hCoV-19/Canada/QC-1nIEOQ-V11824589Q/2021	Canada	AY.122
EPI_ISL_825637|Canada|B.1.350	2020-06-21	hCoV-19/Canada/Qc-JUS-V821047599/2020	Canada	B.1.350
EPI_ISL_825649|Canada|B.1.611	2020-07-01	hCoV-19/Canada/Qc-JUS-V902127099/2020	Canada	B.1.611
EPI_ISL_825650|Canada|B.1.611	2020-07-17	hCoV-19/Canada/Qc-JUS-V918078799/2020	Canada	B.1.611
EPI_ISL_825651|Canada|B.1.147	2020-06-15	hCoV-19/Canada/Qc-JUS-V815154099/2020	Canada	B.1.147
EPI_ISL_825666|Canada|B.1.1.157	2020-07-11	hCoV-19/Canada/Qc-JUS-V911040399/2020	Canada	B.1.1.157
EPI_ISL_825669|Canada|B.1.1.157	2020-07-17	hCoV-19/Canada/Qc-JUS-V917144099/2020	Canada	B.1.1.157
EPI_ISL_825679|Canada|B.1.611	2020-07-20	hCoV-19/Canada/Qc-JUS-V921005299/2020	Canada	B.1.611
EPI_ISL_825680|Canada|B.1.1.176	2020-07-21	hCoV-19/Canada/Qc-JUS-V921068199/2020	Canada	B.1.1.176
EPI_ISL_825688|Canada|B.1.128	2020-07-24	hCoV-19/Canada/Qc-JUS-V924157399/2020	Canada	B.1.128
EPI_ISL_825696|Canada|B.1.615	2020-07-26	hCoV-19/Canada/Qc-JUS-V927155399/2020	Canada	B.1.615
EPI_ISL_825757|Canada|B.1.1.157	2020-08-12	hCoV-19/Canada/Qc-HCLM-0081246298/2020	Canada	B.1.1.157
EPI_ISL_825764|Canada|B.1.305	2020-08-20	hCoV-19/Canada/Qc-HCLM-0081265973/2020	Canada	B.1.305
EPI_ISL_825777|Canada|B.1.265	2020-08-31	hCoV-19/Canada/Qc-HCLM-0081287212/2020	Canada	B.1.265
EPI_ISL_825778|Canada|B.1.597	2020-08-30	hCoV-19/Canada/Qc-HCLM-7051286298/2020	Canada	B.1.597
EPI_ISL_825781|Canada|B.1.1.121	2020-09-01	hCoV-19/Canada/Qc-HCLM-7051290895/2020	Canada	B.1.1.121
EPI_ISL_825789|Canada|B.1	2020-09-01	hCoV-19/Canada/Qc-HCLM-7051291632/2020	Canada	B.1
EPI_ISL_825793|Canada|B.1.416	2020-09-04	hCoV-19/Canada/Qc-HCLM-0091299685/2020	Canada	B.1.416
EPI_ISL_825801|Canada|B.1.1.1	2020-09-04	hCoV-19/Canada/Qc-HCLM-0091299931/2020	Canada	B.1.1.1
EPI_ISL_825820|Canada|B.1.611	2020-06-19	hCoV-19/Canada/Qc-CHUM-2017102498A/2020	Canada	B.1.611
EPI_ISL_825829|Canada|B.1.611	2020-06-09	hCoV-19/Canada/Qc-CHUM-2016103625A/2020	Canada	B.1.611
EPI_ISL_825831|Canada|B.1.1.157	2020-06-14	hCoV-19/Canada/Qc-CHUM-2016601956A/2020	Canada	B.1.1.157
EPI_ISL_825857|Canada|B.1.128	2020-05-24	hCoV-19/Canada/Qc-JEW-Q9241570/2020	Canada	B.1.128
EPI_ISL_825872|Canada|B.1.128	2020-04-17	hCoV-19/Canada/Qc-JEW-Q8171883/2020	Canada	B.1.128
EPI_ISL_825908|Canada|B.1.1.329	2020-06-25	hCoV-19/Canada/Qc-CHUM-2017703684a/2020	Canada	B.1.1.329
EPI_ISL_825909|Canada|B.1.1.176	2020-06-26	hCoV-19/Canada/Qc-CHUM-2017802870a/2020	Canada	B.1.1.176
EPI_ISL_825910|Canada|B.1.128	2020-06-26	hCoV-19/Canada/Qc-CHUM-2017802304a/2020	Canada	B.1.128
EPI_ISL_825933|Canada|B.1	2020-07-10	hCoV-19/Canada/Qc-CHUM-2019202525A/2020	Canada	B.1
EPI_ISL_825934|Canada|B.1.1.176	2020-07-09	hCoV-19/Canada/Qc-CHUM-2019102951A/2020	Canada	B.1.1.176
EPI_ISL_825937|Canada|B.1.128	2020-07-11	hCoV-19/Canada/Qc-CHUM-2019301899A/2020	Canada	B.1.128
EPI_ISL_825997|Canada|B.1.350	2020-05-02	hCoV-19/Canada/Qc-JEW-Q9020985/2020	Canada	B.1.350
EPI_ISL_826040|Canada|B.1.147	2020-05-05	hCoV-19/Canada/Qc-JEW-Q9052007/2020	Canada	B.1.147
EPI_ISL_826051|Canada|B.1.592	2020-05-06	hCoV-19/Canada/Qc-JEW-Q9062614/2020	Canada	B.1.592
EPI_ISL_826080|Canada|B.1.350	2020-05-13	hCoV-19/Canada/Qc-L00259406/2020	Canada	B.1.350
EPI_ISL_826109|Canada|B.1.350	2020-05-22	hCoV-19/Canada/Qc-L00262019/2020	Canada	B.1.350
EPI_ISL_826131|Canada|B.1.1.121	2020-07-26	hCoV-19/Canada/Qc-L00276173/2020	Canada	B.1.1.121
EPI_ISL_826162|Canada|B.1.598	2020-05-08	hCoV-19/Canada/Qc-JEW-Q9081405/2020	Canada	B.1.598
EPI_ISL_826192|Canada|B.1.128	2020-05-14	hCoV-19/Canada/Qc-JEW-Q9142032/2020	Canada	B.1.128
EPI_ISL_826254|Canada|B.1.598	2020-05-26	hCoV-19/Canada/Qc-JEW-Q9262703/2020	Canada	B.1.598
EPI_ISL_826257|Canada|B.1.128	2020-06-08	hCoV-19/Canada/Qc-JEW-R0080201/2020	Canada	B.1.128
EPI_ISL_826258|Canada|B.1.128	2020-06-04	hCoV-19/Canada/Qc-JEW-R0042153/2020	Canada	B.1.128
EPI_ISL_8322641|Canada|B.1.311	2021-01-26	hCoV-19/Canada/ON-PHL-21-07990-v2/2021	Canada	B.1.311
EPI_ISL_8322697|Canada|AZ.1	2021-03-12	hCoV-19/Canada/ON-PHL-21-08771/2021	Canada	AZ.1
EPI_ISL_8322716|Canada|P.1	2021-05-01	hCoV-19/Canada/ON-PHL-21-13883/2021	Canada	P.1
EPI_ISL_8322723|Canada|AY.100	2021-04-29	hCoV-19/Canada/ON-PHL-21-15962-v2/2021	Canada	AY.100
EPI_ISL_8322838|Canada|B.1.617.2	2021-07-02	hCoV-19/Canada/ON-PHL-21-24848-v2/2021	Canada	B.1.617.2
EPI_ISL_8322907|Canada|AY.74	2021-07-23	hCoV-19/Canada/ON-PHL-21-26729-v2/2021	Canada	AY.74
EPI_ISL_8322913|Canada|P.1.12	2021-07-26	hCoV-19/Canada/ON-PHL-21-26870-v2/2021	Canada	P.1.12
EPI_ISL_8322975|Canada|AY.37	2021-08-08	hCoV-19/Canada/ON-PHL-21-29611/2021	Canada	AY.37
EPI_ISL_8322980|Canada|AY.77	2021-08-11	hCoV-19/Canada/ON-PHL-21-29616/2021	Canada	AY.77
